FirstName,LastName,Title_bucketed,DepartmentType,Attrition_Probability,Risk_Label,Primary_Risk_Factor,tenure_years_at_survey,days_since_training,Satisfaction Score
Beatrice,Faulkner,Production Technician I,Production       ,0.055,Normal,"High Risk Role (Production), Low Satisfaction",0.9965776865160849,130,2
Valeria,Mayo,Production Technician I,Production       ,0.0475,Normal,"High Risk Role (Production), Low Satisfaction",1.7686516084873374,254,2
Darrell,Vaughan,Production Technician I,Production       ,0.06,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.435318275154004,82,2
Wilson,Sloan,Production Technician Ii,Production       ,0.08,Normal,High Risk Role (Production),0.7967145790554415,5,5
Kaleb,Elliott,Production Technician Ii,Production       ,0.085,Normal,High Risk Role (Production),2.9979466119096507,0,4
Harley,Jones,Production Technician Ii,Production       ,0.185,Normal,High Risk Role (Production),2.4202600958247777,14,5
Casey,Dixon,Production Technician Ii,Production       ,0.16,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.125941136208077,0,3
Josue,Gentry,Production Technician Ii,Production       ,0.035,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.3210130047912387,115,5
Pierre,Craig,Production Technician Ii,Production       ,0.0575,Normal,High Risk Role (Production),0.7885010266940452,134,5
Leo,Hickman,Production Technician Ii,Production       ,0.075,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",4.2217659137577,165,3
Vance,Cain,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Low Satisfaction",2.220396988364134,0,1
Joel,Koch,Production Technician I,Production       ,0.035,Normal,"High Risk Role (Production), Low Satisfaction",1.8672142368240932,57,1
Ishaan,Sheppard,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Low Satisfaction",0.0,0,1
Areli,Mitchell,Production Technician I,Production       ,0.0425,Normal,"High Risk Role (Production), Training Failed",2.220396988364134,32,4
Alexis,Kirby,Production Technician I,Production       ,0.03,Normal,"High Risk Role (Production), Low Satisfaction",2.4750171115674195,166,1
Alfred,Caldwell,Production Technician I,Production       ,0.05,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.597535934291581,0,5
Julianna,Vang,Production Technician I,Production       ,0.045,Normal,"High Risk Role (Production), Training Failed",1.054072553045859,68,3
Ariel,Osborn,Production Technician I,Production       ,0.0575,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed, Low Satisfaction",4.473648186173854,43,1
Ansley,Arias,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Low Satisfaction",2.5708418891170433,69,2
Melany,Stafford,Production Technician I,Production       ,0.0325,Normal,"High Risk Role (Production), Training Failed",0.0,0,4
Matias,Burns,Production Technician I,Production       ,0.05,Normal,"High Risk Role (Production), Low Satisfaction",1.4948665297741273,0,1
Aden,George,Production Technician I,Production       ,0.03,Normal,"High Risk Role (Production), Low Satisfaction",0.2026009582477755,0,1
Rodolfo,Franklin,Production Technician I,Production       ,0.07,Normal,High Risk Role (Production),2.020533880903491,240,4
Juliet,Wall,Production Technician Ii,Production       ,0.1225,Normal,High Risk Role (Production),2.1245722108145104,0,5
London,Contreras,Production Technician Ii,Production       ,0.1575,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.800136892539357,0,5
Kyler,Burton,Production Technician Ii,Production       ,0.06,Normal,"High Risk Role (Production), Low Satisfaction",2.195756331279945,0,1
Yasmine,Hughes,Production Technician Ii,Production       ,0.075,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.619438740588638,0,3
Dillon,Sullivan,Production Technician Ii,Production       ,0.1025,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.8275154004106775,106,2
Rashad,Mayo,Production Technician Ii,Production       ,0.1775,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.418891170431212,0,1
Larissa,Warner,Production Technician Ii,Production       ,0.095,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.7871321013004793,32,2
Delilah,Cooke,Production Technician I,Production       ,0.105,Normal,High Risk Role (Production),0.0027378507871321013,0,5
Simone,Sharp,Production Technician I,Production       ,0.045,Normal,High Risk Role (Production),1.5989048596851472,0,3
Adelaide,Herman,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Low Satisfaction",0.8761122518822724,42,1
Kason,Ellison,Production Technician I,Production       ,0.0475,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.247091033538672,22,3
Tyree,Weaver,Production Technician I,Production       ,0.0225,Normal,"High Risk Role (Production), Low Satisfaction",1.5578370978781657,10,1
Landen,Figueroa,Production Technician I,Production       ,0.1825,Normal,"High Risk Role (Production), Low Satisfaction",1.8151950718685832,0,2
Francis,Robbins,Production Technician I,Production       ,0.0325,Normal,"High Risk Role (Production), Low Satisfaction",0.0,0,1
Zariah,Castaneda,Production Technician I,Production       ,0.035,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.566735112936345,113,4
Trevin,Lambert,Production Technician I,Production       ,0.08,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.920602327173169,0,1
Nathalie,Hays,Production Technician I,Production       ,0.025,Normal,"High Risk Role (Production), Low Satisfaction",2.078028747433265,0,1
Bria,Bush,Production Technician I,Production       ,0.07,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.0,0,4
Mason,Brewer,Production Technician I,Production       ,0.05,Normal,"High Risk Role (Production), Training Failed",1.5058179329226558,165,4
Vivian,Hickman,Production Technician Ii,Production       ,0.06,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",0.0,0,1
Amaris,Kirk,Production Technician Ii,Production       ,0.05,Normal,"High Risk Role (Production), Low Satisfaction",2.8774811772758384,0,1
Grant,York,Production Technician Ii,Production       ,0.06,Normal,High Risk Role (Production),1.9520876112251881,0,4
Tyree,Mahoney,Production Technician Ii,Production       ,0.115,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.564681724845996,0,2
Kimberly,Horn,Production Technician Ii,Production       ,0.05,Normal,"High Risk Role (Production), Low Satisfaction",0.0,0,2
Paul,Moreno,Production Technician Ii,Production       ,0.0875,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.1519507186858315,0,2
Macey,Christian,Production Technician Ii,Production       ,0.05,Normal,High Risk Role (Production),2.217659137577002,85,3
Isis,Vega,Production Technician I,Production       ,0.0375,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.184120465434634,0,4
Josie,Mercer,Production Technician I,Production       ,0.04,Normal,"High Risk Role (Production), Training Failed",0.0,0,5
Landyn,Velez,Production Technician I,Production       ,0.0725,Normal,"High Risk Role (Production), Training Failed",0.5749486652977412,333,4
Lilly,Haynes,Production Technician I,Production       ,0.0525,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.0061601642710474,0,3
Bianca,Cardenas,Production Technician I,Production       ,0.035,Normal,"High Risk Role (Production), Low Satisfaction",0.4106776180698152,0,1
Cayden,Bartlett,Production Technician I,Production       ,0.0275,Normal,"High Risk Role (Production), Low Satisfaction",2.9787816563997263,101,1
Desiree,Walker,Production Technician I,Production       ,0.0625,Normal,High Risk Role (Production),2.595482546201232,289,4
Leonidas,Bridges,Production Technician I,Production       ,0.04,Normal,"High Risk Role (Production), Low Satisfaction",1.0184804928131417,0,2
Gia,Franco,Production Technician I,Production       ,0.055,Normal,High Risk Role (Production),0.39698836413415467,0,3
Audrina,Williams,Production Technician I,Production       ,0.0325,Normal,High Risk Role (Production),0.0,0,4
Sam,Knight,Production Technician I,Production       ,0.0475,Normal,High Risk Role (Production),2.1656399726214923,0,3
Lisa,Galia,It Support,IT/IS,0.045,Normal,Mid-Tenure Risk,4.457221081451061,186,3
Rick,Clayton,It Support,IT/IS,0.02,Normal,Low Satisfaction,2.9623545516769334,150,2
Julia,Soto,It Support,IT/IS,0.015,Normal,,1.6098562628336757,0,5
Leonara,Lindsay,It Support,IT/IS,0.0075,Normal,,2.811772758384668,72,5
Savanna,Mayo,It Support,IT/IS,0.015,Normal,Low Satisfaction,1.0622861054072552,7,1
Branden,Khan,It Support,IT/IS,0.0075,Normal,,0.13963039014373715,26,4
Aiden,Wade,It Support,IT/IS,0.0175,Normal,Low Satisfaction,1.5797399041752225,0,1
Conrad,Ochoa,It Support,IT/IS,0.01,Normal,Training Failed,1.212867898699521,206,5
Jaylyn,Bruce,Other,IT/IS,0.045,Normal,,0.4243668720054757,109,5
Kaylie,Ayers,It Manager - Infra,IT/IS,0.1075,Normal,"Training Failed, Low Satisfaction",1.864476386036961,0,1
Abdullah,Arellano,It Manager - Db,IT/IS,0.0125,Normal,"Mid-Tenure Risk, Low Satisfaction",3.6331279945242985,0,1
Hazel,Lane,It Support,IT/IS,0.0125,Normal,"Training Failed, Low Satisfaction",0.5065023956194388,85,2
Lilah,Harrison,It Support,IT/IS,0.0325,Normal,,0.4544832306639288,0,3
Cedric,Sawyer,It Support,IT/IS,0.0225,Normal,Mid-Tenure Risk,3.909650924024641,264,5
Caiden,Lam,It Support,IT/IS,0.05,Normal,Training Failed,2.1492128678986995,0,3
Isla,Hawkins,Other,IT/IS,0.07,Normal,Low Satisfaction,2.8829568788501025,46,1
Hadley,Nash,It Manager - Infra,IT/IS,0.0275,Normal,"Training Failed, Low Satisfaction",2.305270362765229,132,1
Milo,Jensen,It Manager - Db,IT/IS,0.0175,Normal,Low Satisfaction,0.0,0,2
Zechariah,Strong,It Support,IT/IS,0.01,Normal,Mid-Tenure Risk,3.8548939082819986,140,4
Raymond,Maldonado,It Support,IT/IS,0.02,Normal,,0.7255304585900069,0,3
Kayley,Romero,It Support,IT/IS,0.0225,Normal,"Mid-Tenure Risk, Low Satisfaction",4.440793976728268,0,2
Antonio,Gray,It Support,IT/IS,0.0075,Normal,Low Satisfaction,0.31485284052019163,84,1
Kane,Mcfarland,Other,IT/IS,0.095,Normal,Mid-Tenure Risk,4.5366187542778915,0,5
Kylie,Ellis,It Manager - Infra,IT/IS,0.0175,Normal,"Training Failed, Low Satisfaction",2.023271731690623,0,2
Jovan,Giles,It Manager - Db,IT/IS,0.0225,Normal,,0.0,0,5
Sheldon,Castillo,It Support,IT/IS,0.035,Normal,"Mid-Tenure Risk, Low Satisfaction",3.0171115674195756,0,1
Ariel,Barnes,It Support,IT/IS,0.0125,Normal,Low Satisfaction,1.5030800821355237,0,1
Kyson,Grimes,It Support,IT/IS,0.0325,Normal,Training Failed,0.5366187542778919,0,5
Princess,Long,It Support,IT/IS,0.0275,Normal,"Mid-Tenure Risk, Low Satisfaction",4.016427104722792,0,1
Lyla,Wong,Other,IT/IS,0.0275,Normal,,1.4072553045859,29,5
Shyanne,Livingston,It Manager - Infra,IT/IS,0.0875,Normal,,2.0643394934976045,0,4
Dario,Whitney,It Manager - Db,IT/IS,0.025,Normal,,0.0,0,3
Pedro,Nelson,It Support,IT/IS,0.01,Normal,Mid-Tenure Risk,3.7125256673511293,0,4
Carlo,Carr,It Support,IT/IS,0.02,Normal,Training Failed,1.6016427104722792,4,4
Aileen,Pacheco,It Support,IT/IS,0.0375,Normal,"Training Failed, Low Satisfaction",0.7994524298425736,71,2
Dorian,Wu,It Support,IT/IS,0.0125,Normal,,0.2026009582477755,178,3
Monica,Pham,Other,IT/IS,0.0275,Normal,Low Satisfaction,0.5722108145106092,77,2
Londyn,Underwood,It Manager - Infra,IT/IS,0.03,Normal,,2.3545516769336072,95,4
Britney,Logan,It Manager - Db,IT/IS,0.0075,Normal,,2.428473648186174,38,4
Alessandra,Novak,It Support,IT/IS,0.005,Normal,Mid-Tenure Risk,4.435318275154004,0,4
Ariel,Powers,It Support,IT/IS,0.015,Normal,,0.4353182751540041,56,5
Jewel,Bryant,It Support,IT/IS,0.015,Normal,"Mid-Tenure Risk, Training Failed",4.6652977412731005,0,5
Irene,Kim,It Support,IT/IS,0.015,Normal,"Training Failed, Low Satisfaction",1.2238193018480492,51,2
Carla,Willis,Other,IT/IS,0.035,Normal,,0.6817248459958932,0,4
Ricardo,Fitzgerald,It Manager - Infra,IT/IS,0.0275,Normal,,1.8042436687200547,0,3
Steven,Jarvis,It Support,IT/IS,0.0625,Normal,Low Satisfaction,2.6036960985626285,170,1
Benjamin,Marquez,It Support,IT/IS,0.02,Normal,"Training Failed, Low Satisfaction",1.9028062970568105,24,2
Gabrielle,Mercer,It Support,IT/IS,0.025,Normal,,2.652977412731006,96,4
Kaylyn,Pham,It Support,IT/IS,0.035,Normal,Mid-Tenure Risk,3.589322381930185,182,5
Ingrid,Lucero,Other,IT/IS,0.0475,Normal,,2.236824093086927,122,3
Keshawn,Gilmore,It Manager - Infra,IT/IS,0.075,Normal,Training Failed,1.998631074606434,0,5
Connor,Wang,It Support,IT/IS,0.01,Normal,"Training Failed, Low Satisfaction",0.9363449691991786,0,2
Rocco,Vaughan,It Support,IT/IS,0.04,Normal,"Mid-Tenure Risk, Low Satisfaction",3.5482546201232035,347,1
Samuel,Jennings,It Support,IT/IS,0.01,Normal,"Training Failed, Low Satisfaction",0.46269678302532513,0,1
Shane,Harper,It Support,IT/IS,0.0025,Normal,Mid-Tenure Risk,4.112251882272417,0,4
Kali,Yates,Other,IT/IS,0.0225,Normal,Low Satisfaction,2.891170431211499,54,1
Piper,Guzman,It Manager - Infra,IT/IS,0.0525,Normal,"Training Failed, Low Satisfaction",1.702943189596167,0,2
Halle,Pena,It Support,IT/IS,0.03,Normal,"Mid-Tenure Risk, Training Failed",3.186858316221766,105,4
Jameson,Eaton,It Support,IT/IS,0.0625,Normal,,2.9568788501026693,186,3
Antony,Brandt,It Support,IT/IS,0.04,Normal,,0.0,118,3
Armani,Rogers,It Support,IT/IS,0.0125,Normal,Training Failed,2.4914442162902124,219,3
Jacoby,Lyons,Other,IT/IS,0.05,Normal,,2.7980835044490076,67,5
Dylan,Livingston,It Support,IT/IS,0.0075,Normal,Mid-Tenure Risk,3.920602327173169,0,4
Raelynn,Compton,It Support,IT/IS,0.015,Normal,Training Failed,0.6981519507186859,47,4
Darryl,Richmond,It Support,IT/IS,0.12,Normal,,0.0,0,5
Ana,Stafford,It Support,IT/IS,0.0125,Normal,Low Satisfaction,2.74880219028063,0,2
Carlos,Mccoy,Other,IT/IS,0.035,Normal,Training Failed,2.4832306639288158,0,5
Michael,Albert,Production Manager,Production       ,0.0625,Normal,High Risk Role (Production),0.7446954140999316,0,4
Courtney E,Wallace,Production Manager,Production       ,0.03,Normal,"High Risk Role (Production), Low Satisfaction",0.0,0,2
Amy,Dunn,Production Manager,Production       ,0.06,Normal,High Risk Role (Production),0.6160164271047228,0,4
Kissy,Sullivan,Production Manager,Production       ,0.125,Normal,High Risk Role (Production),0.11498973305954825,0,4
